VEL,D20140322,X,Y,LON,LAT,Downslope ,Local Upsl,Upslope Cu,Local Curv,Minimal Cu,Cross-Sect,Tangential,Plan Curva,Flow Line ,Aspect,General Cu,Total Curv,Slope,Maximal Cu,Longitudin,Profile Cu,Local Down,cat,twi,TRI,tpi,spi,dem_randaz,curvature,ELEVATION,COHERENCE
-10,-29.1,496071.6077,4194245.226,14.95531933,37.8957132,-0.11579,-0.00836,0.00674,-0.0857,-0.0043,-0.00318,-0.00261,-0.00784,-0.0003,2.14699,-0.00401,0.00002,0.33962,0.0023,-0.00083,0.00064,-0.12116,63.77773,4.0127,8.81916,1.2063,69.12856,901.881,-0.00401,947.3,0.76
-10.1,-28.6,496072.9021,4194245.463,14.95533405,37.89571534,-0.11579,-0.00836,0.00674,-0.0857,-0.0043,-0.00318,-0.00261,-0.00784,-0.0003,2.14699,-0.00401,0.00002,0.33962,0.0023,-0.00083,0.00064,-0.12116,63.77773,4.0127,8.81916,1.2063,69.12856,901.881,-0.00401,946.7,0.81
-5.3,-11.1,495658.2243,4194172.097,14.95061804,37.8950522,-0.01816,0.00599,0.11869,0.0253,-0.00134,-0.00092,-0.00062,-0.00242,-0.00008,1.703,0.00098,0,0.25762,0.00183,0.0019,0.00102,-0.04065,96.91536,2.0958,6.61692,2.78285,1085.4364,969.199,0.00098,1016.7,0.74
-5.2,-13.9,495659.0078,4194172.241,14.95062695,37.8950535,-0.01816,0.00599,0.11869,0.0253,-0.00134,-0.00092,-0.00062,-0.00242,-0.00008,1.703,0.00098,0,0.25762,0.00183,0.0019,0.00102,-0.04065,96.91536,2.0958,6.61692,2.78285,1085.4364,969.199,0.00098,1015.8,0.7
-4.3,-16.2,495823.1916,4194202.133,14.95249415,37.89532369,-0.1254,-0.19807,-0.02843,-0.08983,-0.00251,-0.00042,-0.00022,-0.00077,0.00011,3.12763,-0.00365,0.00001,0.28718,0.00068,-0.00323,-0.00141,-0.13631,93.57311,4.46435,6.9878,-3.45109,94.7268,935.715,-0.00365,980.2,0.74
-4.1,-10.4,495824.5976,4194202.39,14.95251014,37.89532601,-0.1254,-0.19807,-0.02843,-0.08983,-0.00251,-0.00042,-0.00022,-0.00077,0.00011,3.12763,-0.00365,0.00001,0.28718,0.00068,-0.00323,-0.00141,-0.13631,93.57311,4.46435,6.9878,-3.45109,94.7268,935.715,-0.00365,979.7,0.73
-12.2,-31.9,495919.8945,4194221.815,14.95359391,37.89550152,-0.11799,0.00662,0.02777,-0.09588,-0.00439,-0.00444,-0.00327,-0.00826,0.00031,2.39739,-0.00399,0.00002,0.40709,0.0024,0.00045,0.00121,-0.12672,65.6516,11.02998,10.57752,0.84985,-126.92489,928.346,-0.00399,973.5,0.71
-3.9,-9.4,496658.6189,4194356.183,14.96199535,37.8967156,-0.1214,-0.16575,-0.04299,-0.19721,-0.00587,-0.00627,-0.00266,-0.0128,0.00015,3.27698,-0.00865,0.00003,0.20952,0.00155,-0.00237,-0.0015,-0.11271,84.63542,11.28397,5.4635,0.37828,-16.98807,846.166,-0.00865,889.8,0.78
-4,-11.2,496658.9688,4194356.248,14.96199933,37.89671619,-0.1214,-0.16575,-0.04299,-0.19721,-0.00587,-0.00627,-0.00266,-0.0128,0.00015,3.27698,-0.00865,0.00003,0.20952,0.00155,-0.00237,-0.0015,-0.11271,84.63542,11.28397,5.4635,0.37828,-16.98807,846.166,-0.00865,888.6,0.76
-9,-23,495706.4418,4194187.177,14.95116636,37.89518835,0.10884,0.15784,0.13072,0.20911,-0.00019,0.00626,0.00267,0.0105,-0.00013,1.87313,0.00909,0.00002,0.25745,0.00473,0.00283,0.00161,0.12779,67.75152,2.78972,6.56692,0.73019,265.02582,958.328,0.00909,1003.9,0.73
0.2,-6.6,497513.893,4194515.99,14.97172263,37.89815869,-0.18654,-0.0572,-0.07412,-0.15486,-0.00611,-0.00306,-0.00264,-0.0115,-0.00023,1.88867,-0.00633,0.00004,0.23135,0.00295,-0.00327,-0.00042,-0.2431,51.28553,10.78302,6.02657,-4.0181,-18633.22266,725.204,-0.00633,768.6,0.7
0.6,-7,497513.7743,4194515.971,14.97172128,37.89815852,-0.18654,-0.0572,-0.07412,-0.15486,-0.00611,-0.00306,-0.00264,-0.0115,-0.00023,1.88867,-0.00633,0.00004,0.23135,0.00295,-0.00327,-0.00042,-0.2431,51.28553,10.78302,6.02657,-4.0181,-18633.22266,725.204,-0.00633,767.1,0.68
0,-2,495606.2687,4194171.038,14.95002712,37.89504241,0.11529,0.49562,0.3711,0.18782,-0.00343,-0.00016,0.00066,0.00388,-0.00012,4.43194,0.00739,0.00004,0.17088,0.00712,0.00755,0.00289,0.03481,97.61304,11.42662,4.91247,8.61799,-91.21317,976.182,0.00739,1025.8,0.73
-0.5,-5.8,495608.2217,4194171.393,14.95004933,37.89504562,0.11529,0.49562,0.3711,0.18782,-0.00343,-0.00016,0.00066,0.00388,-0.00012,4.43194,0.00739,0.00004,0.17088,0.00712,0.00755,0.00289,0.03481,97.61304,11.42662,4.91247,8.61799,-91.21317,976.182,0.00739,1025.8,0.74
-8.6,-24.2,495706.1343,4194189.221,14.95116285,37.89520677,0.08344,0.03836,0.06182,0.1159,-0.00071,0.00477,0.00227,0.00994,-0.00005,1.64056,0.00477,0.00001,0.23074,0.0031,0,0.00005,0.10181,95.85593,11.40846,5.9546,-0.16346,-134.88049,958.654,0.00477,1004,0.7
0.8,-4.9,497513.9807,4194518.107,14.97172362,37.89817777,-0.1848,-0.12384,-0.12858,-0.21114,-0.00782,-0.00712,-0.00546,-0.02848,-0.00016,2.01954,-0.0095,0.00007,0.19289,0.00308,-0.00238,0.00077,-0.20763,51.33794,3.25431,5.17279,-4.04252,95.6226,725.82,-0.0095,767.5,0.66
-3.5,-14.7,497468.9318,4194514.098,14.97121124,37.89814151,-0.01173,-0.06519,0.00704,0.08002,-0.0023,0.0036,0.00261,0.01185,-0.00014,1.28854,0.00393,0.00002,0.22226,0.00426,0.00033,-0.00066,0.03317,73.52567,3.32923,5.68475,-2.46776,181.97958,735.385,0.00393,780.8,0.72
-1.1,-2.7,495593.6364,4194175.05,14.94988342,37.89507851,0.10381,0.02564,0.21321,0.11791,-0.00279,-0.00085,-0.00065,-0.00261,-0.00021,4.78293,0.00489,0.00003,0.25135,0.00524,0.00574,0.00283,0.25781,97.16745,3.85272,6.19069,6.57975,188.2944,971.742,0.00489,1020.7,0.77
-0.9,-4.7,495594.7347,4194175.251,14.94989591,37.89508032,0.10381,0.02564,0.21321,0.11791,-0.00279,-0.00085,-0.00065,-0.00261,-0.00021,4.78293,0.00489,0.00003,0.25135,0.00524,0.00574,0.00283,0.25781,97.16745,3.85272,6.19069,6.57975,188.2944,971.742,0.00489,1020,0.76
-12.8,-32.3,495877.9812,4194226.775,14.95311717,37.89554604,0.13549,0.16993,0.13346,0.18156,0.0011,0.00485,0.00261,0.0094,0.00001,2.54122,0.0079,0.00001,0.28176,0.00285,0.00305,0.00109,0.15311,66.33656,4.4592,7.12249,3.67204,47.8531,938.263,0.0079,985.8,0.72
-5.1,-21.2,496637.9313,4194367.109,14.96176,37.896814,-0.06909,-0.31716,-0.10718,-0.17079,-0.00385,-0.00054,-0.00026,-0.00127,0.00002,2.98729,-0.00685,0.00001,0.20733,0.00042,-0.00631,-0.00296,-0.04152,84.86438,11.28667,5.07196,-0.78185,-25.95395,848.528,-0.00685,895.7,0.73
-5.3,-21.1,496639.1939,4194367.339,14.96177436,37.89681608,-0.06909,-0.31716,-0.10718,-0.17079,-0.00385,-0.00054,-0.00026,-0.00127,0.00002,2.98729,-0.00685,0.00001,0.20733,0.00042,-0.00631,-0.00296,-0.04152,84.86438,11.28667,5.07196,-0.78185,-25.95395,848.528,-0.00685,895.2,0.74
-7.8,-25,496654.5846,4194370.137,14.9619494,37.89684136,-0.22015,-0.15541,-0.07102,-0.41847,-0.00678,-0.00635,-0.00301,-0.01034,0.00009,3.16358,-0.0183,0.00005,0.2958,-0.00237,-0.01195,-0.00525,-0.23537,85.07921,11.2892,7.99337,-0.22407,-91.13773,850.37,-0.0183,894.5,0.77
-4.5,-21.4,497453.1771,4194515.425,14.97103204,37.89815343,-0.14425,-0.21526,-0.06556,-0.24323,-0.00732,-0.0014,0.00092,0.00333,-0.00013,1.10378,-0.01184,0.00005,0.27842,0.0014,-0.01045,-0.00611,-0.10864,73.94756,5.20264,7.02601,-3.09153,28.27379,739.216,-0.01184,786,0.69
-3.7,-16.8,497454.525,4194515.671,14.97104737,37.89815565,-0.14425,-0.21526,-0.06556,-0.24323,-0.00732,-0.0014,0.00092,0.00333,-0.00013,1.10378,-0.01184,0.00005,0.27842,0.0014,-0.01045,-0.00611,-0.10864,73.94756,5.20264,7.02601,-3.09153,28.27379,739.216,-0.01184,785.6,0.73
-8.2,-29,496654.4483,4194372.211,14.96194784,37.89686005,-0.22015,-0.15541,-0.07102,-0.41847,-0.00678,-0.00635,-0.00301,-0.01034,0.00009,3.16358,-0.0183,0.00005,0.2958,-0.00237,-0.01195,-0.00525,-0.23537,85.07921,11.2892,7.99337,-0.22407,-91.13773,850.37,-0.0183,894.6,0.73
-7.3,-24.3,496638.9679,4194371.494,14.96177177,37.89685353,-0.16962,-0.20631,-0.09228,-0.33332,-0.00616,-0.00297,-0.00138,-0.00488,0.00002,3.00668,-0.01359,0.00003,0.28788,-0.00064,-0.01061,-0.00472,-0.1968,85.10445,11.28949,7.79422,-0.66793,-146.57132,850.762,-0.01359,896.9,0.69
-3.9,-10.8,496652.462,4194373.944,14.96192524,37.89687566,-0.22015,-0.15541,-0.07102,-0.41847,-0.00678,-0.00635,-0.00301,-0.01034,0.00009,3.16358,-0.0183,0.00005,0.2958,-0.00237,-0.01195,-0.00525,-0.23537,85.07921,11.2892,7.99337,-0.22407,-91.13773,850.37,-0.0183,897.8,0.78
-3.6,-8.6,496652.9887,4194374.041,14.96193123,37.89687654,-0.22015,-0.15541,-0.07102,-0.41847,-0.00678,-0.00635,-0.00301,-0.01034,0.00009,3.16358,-0.0183,0.00005,0.2958,-0.00237,-0.01195,-0.00525,-0.23537,85.07921,11.2892,7.99337,-0.22407,-91.13773,850.37,-0.0183,896.7,0.77
-7.1,-25.5,495799.2767,4194220.868,14.95222204,37.89549244,-0.33673,0.13326,-0.02641,-0.395,-0.00622,-0.00726,-0.0034,-0.00822,0.00034,3.0793,-0.0172,0.00004,0.42568,-0.00238,-0.00994,-0.00368,-0.47264,94.28391,5.16667,11.79049,-3.64991,47.64668,942.431,-0.0172,987.8,0.7
-6.2,-18.4,495799.5994,4194220.929,14.95222571,37.89549299,-0.33673,0.13326,-0.02641,-0.395,-0.00622,-0.00726,-0.0034,-0.00822,0.00034,3.0793,-0.0172,0.00004,0.42568,-0.00238,-0.00994,-0.00368,-0.47264,94.28391,5.16667,11.79049,-3.64991,47.64668,942.431,-0.0172,986.6,0.72
-6.9,-20.4,496584.062,4194363.618,14.96114731,37.89678234,-0.11142,-0.05066,0.00075,-0.18663,-0.005,0.00011,-0.00004,-0.00011,-0.00021,3.22756,-0.0075,0.00002,0.36448,0.00125,-0.00761,-0.00302,-0.10798,84.96743,5.12927,9.42974,-0.80561,40.17009,849.521,-0.0075,896.1,0.7
-3.8,-11.1,496652.0136,4194375.962,14.96192013,37.89689385,-0.22015,-0.15541,-0.07102,-0.41847,-0.00678,-0.00635,-0.00301,-0.01034,0.00009,3.16358,-0.0183,0.00005,0.2958,-0.00237,-0.01195,-0.00525,-0.23537,85.07921,11.2892,7.99337,-0.22407,-91.13773,850.37,-0.0183,897.7,0.78
-3.3,-8.2,496652.4409,4194376.042,14.96192499,37.89689457,-0.22015,-0.15541,-0.07102,-0.41847,-0.00678,-0.00635,-0.00301,-0.01034,0.00009,3.16358,-0.0183,0.00005,0.2958,-0.00237,-0.01195,-0.00525,-0.23537,85.07921,11.2892,7.99337,-0.22407,-91.13773,850.37,-0.0183,896.6,0.71
-8.8,-27.2,496671.6845,4194381.629,14.96214384,37.896945,0.1251,0.4027,0.37968,0.37679,-0.00836,0.0169,0.00999,0.03665,-0.00085,2.9773,0.01662,0.00034,0.27622,0.01666,-0.00029,-0.00185,0.08362,85.50102,3.97107,7.7652,4.24859,129.52112,855.376,0.01662,901.7,0.76
-9.2,-26.9,496672.3404,4194381.75,14.9621513,37.89694609,0.1251,0.4027,0.37968,0.37679,-0.00836,0.0169,0.00999,0.03665,-0.00085,2.9773,0.01662,0.00034,0.27622,0.01666,-0.00029,-0.00185,0.08362,85.50102,3.97107,7.7652,4.24859,129.52112,855.376,0.01662,900.7,0.75
-15.1,-42.7,496598.2455,4194372.485,14.96130859,37.89686231,-0.03376,0.17357,0.16081,0.05661,-0.00366,0.00724,0.00349,0.00907,-0.00015,3.03315,0.00265,0.00002,0.39523,0.00498,-0.00459,-0.00193,-0.14417,85.39731,4.64882,10.48483,0.84572,65.60612,854.061,0.00265,901,0.76
-15.5,-45.5,496599.8378,4194372.775,14.9613267,37.89686493,-0.03376,0.17357,0.16081,0.05661,-0.00366,0.00724,0.00349,0.00907,-0.00015,3.03315,0.00265,0.00002,0.39523,0.00498,-0.00459,-0.00193,-0.14417,85.39731,4.64882,10.48483,0.84572,65.60612,854.061,0.00265,900.7,0.72
-2.2,-9,495689.1239,4194209.214,14.95096926,37.89538689,-0.09747,-0.02631,0.01982,-0.09232,-0.00328,-0.00216,-0.00048,-0.00161,0.00021,1.88673,-0.00343,0.00001,0.30001,0.00156,-0.00127,-0.00106,-0.15113,96.43621,11.4145,7.60605,-1.14785,-113.62659,964.325,-0.00343,1009.3,0.74
-5.6,-14,495790.6674,4194227.696,14.95212408,37.89555394,-0.36775,0.01227,-0.07878,-0.43576,-0.00999,-0.01032,-0.00582,-0.01484,0.00088,2.89897,-0.01932,0.0001,0.40292,0.00033,-0.009,-0.0026,-0.48714,94.3474,11.3926,11.27386,-4.57656,-2217.92261,943.015,-0.01932,991.4,0.75
-5.2,-12.7,495791.1308,4194227.781,14.95212935,37.89555471,-0.36775,0.01227,-0.07878,-0.43576,-0.00999,-0.01032,-0.00582,-0.01484,0.00088,2.89897,-0.01932,0.0001,0.40292,0.00033,-0.009,-0.0026,-0.48714,94.3474,11.3926,11.27386,-4.57656,-2217.92261,943.015,-0.01932,990.3,0.71
-15.2,-43.4,496598.6332,4194374.654,14.96131299,37.89688186,-0.03376,0.17357,0.16081,0.05661,-0.00366,0.00724,0.00349,0.00907,-0.00015,3.03315,0.00265,0.00002,0.39523,0.00498,-0.00459,-0.00193,-0.14417,85.39731,4.64882,10.48483,0.84572,65.60612,854.061,0.00265,901.6,0.76
-2,-7.5,495688.127,4194211.134,14.95095791,37.89540419,-0.09747,-0.02631,0.01982,-0.09232,-0.00328,-0.00216,-0.00048,-0.00161,0.00021,1.88673,-0.00343,0.00001,0.30001,0.00156,-0.00127,-0.00106,-0.15113,96.43621,11.4145,7.60605,-1.14785,-113.62659,964.325,-0.00343,1008.8,0.74
-5.2,-15.6,495790.6676,4194229.795,14.95212407,37.89557286,-0.21072,0.1788,0.08886,0.03609,-0.00365,-0.00389,-0.00205,-0.00501,0.00044,3.03259,0.00196,0.00003,0.42059,0.00463,0.00585,0.00245,-0.36096,94.81884,6.59813,11.41401,-2.0214,11.51519,948.28,0.00196,991.7,0.78
-5,-12.9,495791.3631,4194229.922,14.95213198,37.89557401,-0.21072,0.1788,0.08886,0.03609,-0.00365,-0.00389,-0.00205,-0.00501,0.00044,3.03259,0.00196,0.00003,0.42059,0.00463,0.00585,0.00245,-0.36096,94.81884,6.59813,11.41401,-2.0214,11.51519,948.28,0.00196,990.7,0.75
-3.1,-8.1,496087.0037,4194285.803,14.95549422,37.89607899,0.11374,0.15799,0.17097,0.20735,-0.00237,0.0099,0.00586,0.02638,0.00003,1.95381,0.00871,0.00004,0.22386,0.00672,-0.00119,-0.00153,0.17838,63.9915,11.00436,5.86414,2.06184,-235.8289,905.135,0.00871,952.7,0.76
-3.2,-8.7,496087.5893,4194285.912,14.95550088,37.89607997,0.11374,0.15799,0.17097,0.20735,-0.00237,0.0099,0.00586,0.02638,0.00003,1.95381,0.00871,0.00004,0.22386,0.00672,-0.00119,-0.00153,0.17838,63.9915,11.00436,5.86414,2.06184,-235.8289,905.135,0.00871,951.6,0.73
-14.5,-45.3,496599.7578,4194379.053,14.96132576,37.89692151,0.03353,0.25692,0.25229,0.22787,-0.00018,0.0074,0.00325,0.00821,0.00031,3.02423,0.00947,0.00002,0.40718,0.00491,0.00207,0.00092,-0.01005,85.83399,11.29803,10.80518,2.64755,-117.10516,858.548,0.00947,904.3,0.7
-1.8,-0.1,495694.6339,4194220.709,14.95103186,37.89549052,-0.08716,0.00417,0.06204,-0.03435,-0.0012,-0.00013,0.00019,0.0006,0.00005,1.94109,-0.00164,0,0.31414,0.00038,-0.00152,-0.00088,-0.10899,96.55087,3.77398,8.11186,-1.29526,201.1441,965.464,-0.00164,1011.5,0.72
-2.4,-5.1,495695.2564,4194220.824,14.95103894,37.89549156,-0.08716,0.00417,0.06204,-0.03435,-0.0012,-0.00013,0.00019,0.0006,0.00005,1.94109,-0.00164,0,0.31414,0.00038,-0.00152,-0.00088,-0.10899,96.55087,3.77398,8.11186,-1.29526,201.1441,965.464,-0.00164,1010.5,0.76
-2.6,-7.7,495695.3208,4194222.935,14.95103966,37.89551058,-0.08716,0.00417,0.06204,-0.03435,-0.0012,-0.00013,0.00019,0.0006,0.00005,1.94109,-0.00164,0,0.31414,0.00038,-0.00152,-0.00088,-0.10899,96.55087,3.77398,8.11186,-1.29526,201.1441,965.464,-0.00164,1010.8,0.75
-5.5,-17,497215.9471,4194499.535,14.96833381,37.89800952,-0.09139,0.02898,0.00598,-0.02913,-0.00184,-0.00201,-0.00155,-0.00546,0.00004,2.29254,-0.00127,0,0.28735,0.0012,0.00074,0.00086,-0.13331,55.61475,3.47996,7.31623,-0.52031,89.54971,786.482,-0.00127,830.9,0.78
-5.2,-18.5,497215.2998,4194501.517,14.96832644,37.89802738,-0.06335,0.00292,0.00708,0.00098,-0.00164,-0.00157,-0.00151,-0.00562,0.00001,2.27163,0.0003,0.00001,0.27219,0.00179,0.00188,0.00154,-0.05964,55.76937,10.86684,6.84326,0.08342,-29.65167,788.715,0.0003,830.7,0.76
-2.4,-9.1,495672.3823,4194225.051,14.95077875,37.89552955,-0.01891,0.09392,0.16688,0.04995,-0.00196,0.00223,0.00197,0.00632,0.00021,2.06805,0.00235,0.00001,0.31696,0.00313,0.00012,-0.00077,-0.00895,68.70329,-0.11181,8.18518,2.21341,4960.50488,971.664,0.00235,1018.5,0.65
-3.2,-8.1,495672.9389,4194225.154,14.95078508,37.89553048,-0.01891,0.09392,0.16688,0.04995,-0.00196,0.00223,0.00197,0.00632,0.00021,2.06805,0.00235,0.00001,0.31696,0.00313,0.00012,-0.00077,-0.00895,68.70329,-0.11181,8.18518,2.21341,4960.50488,971.664,0.00235,1017.4,0.68
-3.1,-6.8,495672.8802,4194227.243,14.9507844,37.89554931,-0.01891,0.09392,0.16688,0.04995,-0.00196,0.00223,0.00197,0.00632,0.00021,2.06805,0.00235,0.00001,0.31696,0.00313,0.00012,-0.00077,-0.00895,68.70329,-0.11181,8.18518,2.21341,4960.50488,971.664,0.00235,1017.7,0.65
-3.3,-7.8,495659.9415,4194226.984,14.95063724,37.89554691,-0.00859,0.11613,0.19357,0.03173,-0.00156,0.00037,0.00053,0.00176,0.00013,2.1643,0.00098,0,0.30459,0.00205,0.00061,-0.00006,0.01279,68.8974,11.07823,7.73847,4.17692,-5.51885,974.353,0.00098,1021.8,0.76
-2.5,-4.6,495661.0925,4194227.194,14.95065033,37.89554881,-0.00859,0.11613,0.19357,0.03173,-0.00156,0.00037,0.00053,0.00176,0.00013,2.1643,0.00098,0,0.30459,0.00205,0.00061,-0.00006,0.01279,68.8974,11.07823,7.73847,4.17692,-5.51885,974.353,0.00098,1021.1,0.73
-6.5,-19.8,497505.5119,4194562.731,14.97162714,37.89857995,-0.02882,0.11285,0.08738,0.01817,-0.00356,0.00432,0.00378,0.01544,-0.00006,2.551,0.001,0.00003,0.24735,0.00406,-0.00333,-0.0031,-0.07261,51.76744,10.79237,6.36523,-1.48712,-2.40083,732.129,0.001,780.1,0.73
0.6,-2.1,497560.2984,4194572.699,14.97225026,37.89866994,-0.08278,-0.08864,-0.07308,-0.07303,-0.00232,-0.00301,-0.00217,-0.01403,-0.00001,2.34615,-0.00327,0.00001,0.15553,0.00069,-0.00026,0.00054,-0.05514,51.35068,10.78429,3.83272,-2.21029,-0.18048,726.132,-0.00327,772.7,0.68
0.6,-2.3,497561.2911,4194572.881,14.97226155,37.89867158,-0.08278,-0.08864,-0.07308,-0.07303,-0.00232,-0.00301,-0.00217,-0.01403,-0.00001,2.34615,-0.00327,0.00001,0.15553,0.00069,-0.00026,0.00054,-0.05514,51.35068,10.78429,3.83272,-2.21029,-0.18048,726.132,-0.00327,772,0.74
-6.1,-16.5,495748.1261,4194247.242,14.95164011,37.89572991,-0.21777,-0.05331,-0.03479,-0.09055,-0.00448,-0.00211,-0.0019,-0.00572,0.00042,2.85396,-0.00311,0.00003,0.33794,0.00292,-0.00101,0.00038,-0.27434,95.51117,5.04167,8.83353,-4.03154,55.40527,955.124,-0.00311,1000.9,0.73
-5.8,-17.9,495748.5974,4194247.329,14.95164547,37.8957307,-0.21777,-0.05331,-0.03479,-0.09055,-0.00448,-0.00211,-0.0019,-0.00572,0.00042,2.85396,-0.00311,0.00003,0.33794,0.00292,-0.00101,0.00038,-0.27434,95.51117,5.04167,8.83353,-4.03154,55.40527,955.124,-0.00311,999.8,0.71
-2.7,-9.1,495670.2643,4194235.159,14.9507546,37.89562064,0.00019,0.1929,0.23186,0.11881,-0.00156,0.00435,0.00307,0.00931,0.00024,2.0101,0.00501,0.00002,0.33567,0.00406,0.00066,-0.00063,-0.00092,97.31963,5.27524,8.81779,2.80914,45.54135,973.299,0.00501,1021.2,0.74
-3,-6.9,495670.6389,4194235.23,14.95075886,37.89562128,0.00019,0.1929,0.23186,0.11881,-0.00156,0.00435,0.00307,0.00931,0.00024,2.0101,0.00501,0.00002,0.33567,0.00406,0.00066,-0.00063,-0.00092,97.31963,5.27524,8.81779,2.80914,45.54135,973.299,0.00501,1020,0.75
-5.3,-16,495747.9882,4194249.316,14.95163853,37.8957486,-0.13899,0.02732,0.02978,0.01576,-0.00156,-0.00029,-0.00046,-0.00135,0.00021,2.93742,0.00065,0.00001,0.34475,0.00189,0.00094,0.00068,-0.11607,95.86407,2.77092,8.94221,-2.64587,540.66394,958.664,0.00065,1001,0.74
-5.3,-17.9,495748.8033,4194249.466,14.9516478,37.89574996,-0.13899,0.02732,0.02978,0.01576,-0.00156,-0.00029,-0.00046,-0.00135,0.00021,2.93742,0.00065,0.00001,0.34475,0.00189,0.00094,0.00068,-0.11607,95.86407,2.77092,8.94221,-2.64587,540.66394,958.664,0.00065,1000.2,0.71
-2.5,-6.8,495669.7748,4194237.17,14.95074902,37.89563876,0.00019,0.1929,0.23186,0.11881,-0.00156,0.00435,0.00307,0.00931,0.00024,2.0101,0.00501,0.00002,0.33567,0.00406,0.00066,-0.00063,-0.00092,97.31963,5.27524,8.81779,2.80914,45.54135,973.299,0.00501,1021.1,0.77
-2.6,-6.5,495670.5978,4194237.321,14.95075838,37.89564013,0.00019,0.1929,0.23186,0.11881,-0.00156,0.00435,0.00307,0.00931,0.00024,2.0101,0.00501,0.00002,0.33567,0.00406,0.00066,-0.00063,-0.00092,97.31963,5.27524,8.81779,2.80914,45.54135,973.299,0.00501,1020.2,0.77
-8.6,-24.4,496415.6285,4194377.081,14.95923149,37.89690303,-0.17596,-0.2581,-0.19777,-0.2958,-0.00679,-0.01034,-0.0062,-0.02215,-0.00003,2.53604,-0.01352,0.00004,0.28371,0.00002,-0.00319,-0.00027,-0.17301,60.80916,3.00895,7.28145,-4.22454,171.4673,859.662,-0.01352,908.5,0.68
-4.5,-7,495676.6562,4194246.823,14.95082723,37.8957258,-0.12183,0.00478,0.09564,-0.1085,-0.00196,-0.00145,-0.00052,-0.00153,0.00003,1.90331,-0.00477,0,0.34809,-0.00042,-0.00332,-0.00152,-0.10718,97.09924,3.3305,8.85607,0.36322,316.97681,970.896,-0.00477,1018.3,0.8
-4.6,-6.2,495677.8353,4194247.038,14.95084064,37.89572774,-0.12183,0.00478,0.09564,-0.1085,-0.00196,-0.00145,-0.00052,-0.00153,0.00003,1.90331,-0.00477,0,0.34809,-0.00042,-0.00332,-0.00152,-0.10718,97.09924,3.3305,8.85607,0.36322,316.97681,970.896,-0.00477,1017.7,0.76
-4.5,-12.7,495676.2326,4194248.845,14.9508224,37.89574402,-0.21817,-0.07123,0.04084,-0.26899,-0.00571,-0.00901,-0.0051,-0.01455,-0.00009,2.03072,-0.01191,0.00003,0.35804,-0.00025,-0.0029,-0.00042,-0.22236,68.74908,11.07608,9.22185,0.41936,-64.06353,971.999,-0.01191,1018.3,0.65
-4.6,-6.4,495676.9308,4194248.973,14.95083034,37.89574518,-0.21817,-0.07123,0.04084,-0.26899,-0.00571,-0.00901,-0.0051,-0.01455,-0.00009,2.03072,-0.01191,0.00003,0.35804,-0.00025,-0.0029,-0.00042,-0.22236,68.74908,11.07608,9.22185,0.41936,-64.06353,971.999,-0.01191,1017.4,0.7
-0.5,-0.5,495641.6309,4194246.741,14.95042886,37.89572489,0.20372,0.47131,0.41593,0.38242,-0.00189,0.00392,-0.00045,-0.00319,0.00007,2.48259,0.01549,0.00009,0.14181,0.00963,0.01156,0.00795,0.26158,69.42247,11.08582,4.05312,10.21329,-55.16071,982.022,0.01549,1027.6,0.69
-2.8,-11.3,495660.8172,4194250.231,14.95064706,37.89575644,0.02904,0.29752,0.32805,0.21667,-0.00086,0.00091,-0.00008,-0.00027,0.00004,1.97207,0.0097,0.00002,0.30156,0.00571,0.0088,0.0043,0.05487,97.91252,11.42969,7.73423,6.47422,-105.99403,979.315,0.0097,1025.2,0.69
-2.4,-7.9,495661.7695,4194250.406,14.95065789,37.89575802,0.02904,0.29752,0.32805,0.21667,-0.00086,0.00091,-0.00008,-0.00027,0.00004,1.97207,0.0097,0.00002,0.30156,0.00571,0.0088,0.0043,0.05487,97.91252,11.42969,7.73423,6.47422,-105.99403,979.315,0.0097,1024.5,0.72
-2,-6.7,496303.2524,4194367.124,14.95795338,37.89681284,-0.03777,0.07837,0.0637,0.00598,-0.00075,0.00114,0.00073,0.0026,-0.00002,2.78423,0.00028,0,0.28605,0.00089,-0.00086,-0.00055,-0.05078,88.29211,4.22496,7.24737,1.45134,107.14693,882.925,0.00028,928.5,0.67
0,1.9,495640.5795,4194248.648,14.95041689,37.89574208,0.28105,0.48918,0.4651,0.46005,-0.00202,0.00954,0.00273,0.0315,0.00004,2.68607,0.01932,0.00012,0.08692,0.01168,0.00978,0.00684,0.38191,69.48927,11.08679,3.22148,10.6517,-96.81843,983.069,0.01932,1028.5,0.69
-0.1,0.3,495641.1818,4194248.759,14.95042374,37.89574308,0.28105,0.48918,0.4651,0.46005,-0.00202,0.00954,0.00273,0.0315,0.00004,2.68607,0.01932,0.00012,0.08692,0.01168,0.00978,0.00684,0.38191,69.48927,11.08679,3.22148,10.6517,-96.81843,983.069,0.01932,1027.5,0.7
-0.2,-1.9,496074.4388,4194329.702,14.95535107,37.8964746,-0.1661,0.04958,0.05955,0.06569,-0.00403,-0.0014,-0.0008,-0.00259,-0.00046,1.60147,0.00405,0.00005,0.31297,0.00605,0.00545,0.00247,-0.07251,91.11002,5.82297,7.82752,-2.04822,23.08135,911.201,0.00405,955.3,0.72
