VEL,D20140322,X,Y,LON,LAT,Downslope ,Local Upsl,Upslope Cu,Local Curv,Minimal Cu,Cross-Sect,Tangential,Plan Curva,Flow Line ,Aspect,General Cu,Total Curv,Slope,Maximal Cu,Longitudin,Profile Cu,Local Down,cat,twi,TRI,tpi,spi,dem_randaz,curvature,ELEVATION,COHERENCE
0.6,-5.8,497374.007,4193575.385,14.97013497,37.88968057,-0.3411,-0.16087,-0.06457,-0.26733,-0.00818,-0.00483,-0.0011,-0.03157,0,2.22083,-0.01145,0.00005,0.03496,0.00246,-0.00662,-0.00461,-0.32413,65.3735,8.63024,2.06539,-3.46854,0.71738,653.495,-0.01145,697.4,0.74
-0.9,-11.6,497449.2413,4193589.057,14.97099055,37.88980401,-0.32507,-0.3636,-0.14735,-0.47317,-0.01118,-0.00503,-0.00293,-0.03732,-0.00003,0.43351,-0.01965,0.00009,0.07868,0.00136,-0.01462,-0.00682,-0.34612,65.05445,11.02084,3.53112,-6.15065,-301.80939,650.155,-0.01965,697,0.67
3.2,2.2,496545.8135,4193426.947,14.96071676,37.88833992,-0.19412,-0.01651,-0.07423,-0.046,-0.00164,0.00028,0.00046,0.00323,0.00002,1.84879,-0.00151,0,0.14194,0.00088,-0.00179,-0.00118,-0.20016,67.46704,1.5127,3.60702,-5.698,942.40546,674.662,-0.00151,720.3,0.74
0.9,-3.1,496865.786,4193485.106,14.96435544,37.88886527,0.02781,-0.05303,-0.00749,0.14432,-0.00149,-0.00016,-0.00044,-0.00695,0.00001,2.98628,0.00664,0.00002,0.06393,0.00481,0.0068,0.00374,0.10034,66.96044,4.80866,1.83175,-1.55632,34.37737,669.755,0.00664,711.8,0.79
1.8,-0.7,496869.6859,4193485.816,14.96439979,37.88887168,0.02781,-0.05303,-0.00749,0.14432,-0.00149,-0.00016,-0.00044,-0.00695,0.00001,2.98628,0.00664,0.00002,0.06393,0.00481,0.0068,0.00374,0.10034,66.96044,4.80866,1.83175,-1.55632,34.37737,669.755,0.00664,711.7,0.78
-1.7,-7.1,497286.8458,4193561.641,14.96914375,37.88955644,-0.01995,0.04383,0.03827,0.0281,-0.00027,0.0009,0.00063,0.00937,0,1.94167,0.00109,0,0.06737,0.00082,0.0002,-0.00008,0.02112,65.71337,4.63339,1.69776,-0.60463,39.45145,657.144,0.00109,699.7,0.71
1.5,-2.4,496865.5344,4193487.16,14.96435257,37.88888378,0.02781,-0.05303,-0.00749,0.14432,-0.00149,-0.00016,-0.00044,-0.00695,0.00001,2.98628,0.00664,0.00002,0.06393,0.00481,0.0068,0.00374,0.10034,66.96044,4.80866,1.83175,-1.55632,34.37737,669.755,0.00664,711.9,0.82
2,-0.9,496869.5223,4193487.885,14.96439792,37.88889033,0.02781,-0.05303,-0.00749,0.14432,-0.00149,-0.00016,-0.00044,-0.00695,0.00001,2.98628,0.00664,0.00002,0.06393,0.00481,0.0068,0.00374,0.10034,66.96044,4.80866,1.83175,-1.55632,34.37737,669.755,0.00664,711.8,0.77
-0.7,-7.9,497286.1632,4193563.618,14.96913598,37.88957425,-0.01995,0.04383,0.03827,0.0281,-0.00027,0.0009,0.00063,0.00937,0,1.94167,0.00109,0,0.06737,0.00082,0.0002,-0.00008,0.02112,65.71337,4.63339,1.69776,-0.60463,39.45145,657.144,0.00109,699.5,0.69
2.9,2.6,497495.8236,4193601.722,14.97152028,37.88991829,-0.22361,-0.21382,-0.13511,-0.27643,-0.00723,-0.00154,0.0009,0.00734,-0.00002,5.78797,-0.01196,0.00005,0.12269,0.00125,-0.01042,-0.00673,-0.20265,65.02753,11.02042,3.47447,-5.9981,-12.1774,650.04,-0.01196,695.7,0.68
0,-3.3,496614.034,4193443.544,14.96149253,37.88848977,-0.09325,0.01883,0.01424,0.00172,-0.00007,0.00013,0.0001,0.00085,0,5.53689,0.0001,0,0.11583,0.00012,-0.00003,-0.00005,-0.03058,47.66279,10.70976,2.86165,-2.21963,-66.84362,674.054,0.0001,719.8,0.69
1,-5.8,496865.1069,4193489.182,14.9643477,37.888902,0.01972,-0.1906,-0.08631,0.00198,-0.00124,0.00091,0.00095,0.06537,0,3.5688,0.00051,0,0.01456,0.0015,-0.00039,-0.00069,0.11668,47.36576,10.70351,0.27754,-2.10169,-96.50835,669.853,0.00051,711.9,0.72
-0.4,-7.4,497286.4488,4193565.768,14.96913922,37.88959363,-0.01995,0.04383,0.03827,0.0281,-0.00027,0.0009,0.00063,0.00937,0,1.94167,0.00109,0,0.06737,0.00082,0.0002,-0.00008,0.02112,65.71337,4.63339,1.69776,-0.60463,39.45145,657.144,0.00109,699.9,0.66
3.4,4.1,497496.1777,4193603.886,14.9715243,37.88993779,-0.22361,-0.21382,-0.13511,-0.27643,-0.00723,-0.00154,0.0009,0.00734,-0.00002,5.78797,-0.01196,0.00005,0.12269,0.00125,-0.01042,-0.00673,-0.20265,65.02753,11.02042,3.47447,-5.9981,-12.1774,650.04,-0.01196,696.2,0.73
-4.3,-14.7,497503.9589,4193605.3,14.97161279,37.88995056,-0.22361,-0.21382,-0.13511,-0.27643,-0.00723,-0.00154,0.0009,0.00734,-0.00002,5.78797,-0.01196,0.00005,0.12269,0.00125,-0.01042,-0.00673,-0.20265,65.02753,11.02042,3.47447,-5.9981,-12.1774,650.04,-0.01196,695.9,0.71
2.8,1.4,496556.0696,4193435.11,14.96083336,37.88841353,-0.2435,-0.0536,-0.10516,-0.13983,-0.00359,-0.00114,-0.00004,-0.00028,0.00003,1.83966,-0.00572,0.00001,0.13296,0.00073,-0.00458,-0.00275,-0.311,67.36071,4.95298,3.48098,-5.81827,30.11423,673.555,-0.00572,719.7,0.8
3,2.7,496556.9877,4193435.278,14.9608438,37.88841505,-0.2435,-0.0536,-0.10516,-0.13983,-0.00359,-0.00114,-0.00004,-0.00028,0.00003,1.83966,-0.00572,0.00001,0.13296,0.00073,-0.00458,-0.00275,-0.311,67.36071,4.95298,3.48098,-5.81827,30.11423,673.555,-0.00572,718.9,0.79
2,4.4,496570.6029,4193437.753,14.96099863,37.88843741,-0.30407,-0.21595,-0.15445,-0.3456,-0.00927,-0.00355,-0.00161,-0.0306,0.00001,1.60644,-0.01553,0.00008,0.05254,0.0015,-0.01199,-0.00613,-0.33156,47.55281,0.95367,2.82168,-6.05393,818.82501,672.152,-0.01553,718.4,0.68
0.3,-2.3,496611.8805,4193445.252,14.96146803,37.88850515,-0.09325,0.01883,0.01424,0.00172,-0.00007,0.00013,0.0001,0.00085,0,5.53689,0.0001,0,0.11583,0.00012,-0.00003,-0.00005,-0.03058,47.66279,10.70976,2.86165,-2.21963,-66.84362,674.054,0.0001,720,0.69
0.7,-1.8,496613.1582,4193445.484,14.96148256,37.88850725,-0.09325,0.01883,0.01424,0.00172,-0.00007,0.00013,0.0001,0.00085,0,5.53689,0.0001,0,0.11583,0.00012,-0.00003,-0.00005,-0.03058,47.66279,10.70976,2.86165,-2.21963,-66.84362,674.054,0.0001,719.4,0.73
0.6,-7.3,496709.3027,4193462.961,14.9625759,37.88866512,-0.07716,-0.12759,-0.08262,-0.15861,-0.00357,-0.00195,-0.00013,-0.00203,0,0.88568,-0.00734,0.00001,0.06295,-0.0001,-0.00539,-0.00352,-0.07438,67.02378,6.91106,1.7751,-2.21209,4.20762,670.084,-0.00734,716.4,0.69
1,-3.7,496710.7572,4193463.226,14.96259244,37.88866752,-0.07716,-0.12759,-0.08262,-0.15861,-0.00357,-0.00195,-0.00013,-0.00203,0,0.88568,-0.00734,0.00001,0.06295,-0.0001,-0.00539,-0.00352,-0.07438,67.02378,6.91106,1.7751,-2.21209,4.20762,670.084,-0.00734,716,0.66
0.9,-2.3,496726.2445,4193466.042,14.96276856,37.88869295,-0.01541,-0.11228,-0.0625,-0.02733,-0.00082,0.00021,0.00041,0.02958,0,0.75237,-0.00081,0,0.01386,0.00041,-0.00102,-0.00082,-0.00475,47.36362,10.70347,0.33053,-1.97107,-407.35138,669.819,-0.00081,715.4,0.76
2.2,11.4,496785.6172,4193476.833,14.96344374,37.88879042,-0.02164,-0.01584,-0.02063,-0.01925,-0.00054,-0.00071,-0.00033,-0.09392,0,3.26293,-0.00081,0,0.00349,0.00014,-0.0001,-0.00008,-0.0228,66.93462,4.78972,0.14556,-0.62765,35.00767,669.33,-0.00081,713.9,0.7
-2.9,-11.7,497457.8843,4193599.024,14.97108881,37.88989387,-0.21964,-0.27943,-0.12767,-0.2651,-0.00725,-0.00228,0.00077,0.01346,0.00001,2.2652,-0.01105,0.00005,0.05713,0.00172,-0.00877,-0.00626,-0.22015,65.01994,11.02031,2.29882,-6.19209,-148.3947,650.028,-0.01105,696.9,0.68
-3,-12.6,497503.7371,4193607.358,14.97161026,37.88996911,-0.22361,-0.21382,-0.13511,-0.27643,-0.00723,-0.00154,0.0009,0.00734,-0.00002,5.78797,-0.01196,0.00005,0.12269,0.00125,-0.01042,-0.00673,-0.20265,65.02753,11.02042,3.47447,-5.9981,-12.1774,650.04,-0.01196,696,0.76
2,1.1,496570.1158,4193439.765,14.96099308,37.88845554,-0.27656,-0.08218,-0.13865,-0.25722,-0.00763,-0.00094,0.00117,0.01086,0.00003,1.95065,-0.01085,0.00006,0.10767,0.0022,-0.00991,-0.00648,-0.34063,67.27103,11.05434,3.34571,-5.88546,-289.81836,672.519,-0.01085,718.3,0.75
0.7,2.3,496725.7722,4193468.056,14.96276318,37.8887111,-0.01215,-0.05057,-0.04848,-0.0095,-0.00014,-0.00012,-0.00004,-0.00357,0,0.79902,-0.00031,0,0.01117,-0.00002,-0.00019,-0.00011,-0.00826,47.3578,2.92375,0.2671,-1.68466,113.24681,669.737,-0.00031,715.3,0.71
2.1,4.7,496785.9038,4193478.984,14.96344699,37.88880981,-0.02039,-0.01232,-0.02643,-0.01813,-0.00041,-0.00023,-0.00002,-0.00408,0,3.72939,-0.00073,0,0.00563,0.00005,-0.00049,-0.00034,-0.01926,66.93826,4.55381,0.16725,-0.91827,44.32685,669.369,-0.00073,714.3,0.64
3.2,-1,496793.731,4193480.409,14.963536,37.88882268,-0.02039,-0.01232,-0.02643,-0.01813,-0.00041,-0.00023,-0.00002,-0.00408,0,3.72939,-0.00073,0,0.00563,0.00005,-0.00049,-0.00034,-0.01926,66.93826,4.55381,0.16725,-0.91827,44.32685,669.369,-0.00073,712.7,0.69
3.9,5.2,496794.9955,4193480.64,14.96355038,37.88882477,-0.02039,-0.01232,-0.02643,-0.01813,-0.00041,-0.00023,-0.00002,-0.00408,0,3.72939,-0.00073,0,0.00563,0.00005,-0.00049,-0.00034,-0.01926,66.93826,4.55381,0.16725,-0.91827,44.32685,669.369,-0.00073,712.1,0.7
-3.6,-10.5,497479.7847,4193605.104,14.97133786,37.88994873,-0.19001,-0.28376,-0.15711,-0.20444,-0.00566,-0.00193,-0.00091,-0.02663,0,6.26781,-0.00806,0.00003,0.03432,0.00163,-0.00613,-0.00311,-0.16473,45.94646,10.67309,1.2339,-6.40639,-185.08023,649.676,-0.00806,696.7,0.68
4.1,5.2,496560.8718,4193440.183,14.96088795,37.88845927,-0.21769,-0.04824,-0.10021,-0.10868,-0.00243,-0.0023,-0.00077,-0.00501,0.00003,1.99039,-0.00461,0.00001,0.15389,0.00013,-0.0023,-0.00147,-0.2449,67.40678,11.05636,3.92558,-5.54281,-36.45028,673.995,-0.00461,719.3,0.79
4.3,4.2,496562.0871,4193440.404,14.96090177,37.88846127,-0.21769,-0.04824,-0.10021,-0.10868,-0.00243,-0.0023,-0.00077,-0.00501,0.00003,1.99039,-0.00461,0.00001,0.15389,0.00013,-0.0023,-0.00147,-0.2449,67.40678,11.05636,3.92558,-5.54281,-36.45028,673.995,-0.00461,718.7,0.73
1,-1.3,496802.2933,4193484.066,14.96363336,37.88885567,-0.01569,-0.00274,-0.02116,-0.00747,-0.00014,-0.00008,-0.00001,-0.0013,0,4.00071,-0.0003,0,0.00869,-0.00001,-0.00021,-0.00014,-0.01596,47.33654,3.66725,0.22107,-0.82355,53.79433,669.436,-0.0003,711.7,0.8
-2.4,-7.1,497485.173,4193608.184,14.97139913,37.8899765,-0.18029,-0.21244,-0.12983,-0.17415,-0.00516,-0.00106,0.00094,0.02639,0,2.11756,-0.00707,0.00003,0.03578,0.00163,-0.00601,-0.00447,-0.16286,64.97392,11.0196,1.27842,-6.19269,-1113.36719,649.64,-0.00707,696.5,0.72
1.8,-1.2,497499.3391,4193610.758,14.97156023,37.88999974,-0.19675,-0.24613,-0.14609,-0.19676,-0.00568,-0.00074,0.00091,0.01921,0,5.89072,-0.00798,0.00003,0.0472,0.00168,-0.00725,-0.00488,-0.17133,64.95897,11.01937,1.55417,-6.23973,-53.24888,649.479,-0.00798,696.3,0.63
0.7,-0.9,496626.8173,4193454.265,14.96163786,37.88858644,0.02029,0.07943,0.07489,0.09496,-0.00042,0.00372,0.00204,0.0203,0,5.9041,0.00399,0,0.10082,0.00241,0.00027,-0.00006,0.06356,47.69687,3.74248,2.53601,-0.65812,50.65876,674.617,0.00399,719.7,0.75
1,-2.2,496627.9931,4193454.48,14.96165123,37.88858838,0.02029,0.07943,0.07489,0.09496,-0.00042,0.00372,0.00204,0.0203,0,5.9041,0.00399,0,0.10082,0.00241,0.00027,-0.00006,0.06356,47.69687,3.74248,2.53601,-0.65812,50.65876,674.617,0.00399,719.1,0.75
1.2,0.3,496801.3919,4193486.002,14.9636231,37.88887312,-0.01569,-0.00274,-0.02116,-0.00747,-0.00014,-0.00008,-0.00001,-0.0013,0,4.00071,-0.0003,0,0.00869,-0.00001,-0.00021,-0.00014,-0.01596,47.33654,3.66725,0.22107,-0.82355,53.79433,669.436,-0.0003,711.4,0.81
0.5,-9.9,496837.7762,4193492.612,14.96403686,37.88893282,0.01241,-0.01939,-0.0717,0.00663,-0.00004,0.00016,0.00012,0.01495,0,3.70715,0.0002,0,0.00788,0.00014,0.00004,-0.00002,0.03982,47.35968,3.75418,0.16946,-1.63578,49.36402,669.767,0.0002,712.4,0.75
-0.4,-5.4,496838.6881,4193492.779,14.96404723,37.88893433,0.01241,-0.01939,-0.0717,0.00663,-0.00004,0.00016,0.00012,0.01495,0,3.70715,0.0002,0,0.00788,0.00014,0.00004,-0.00002,0.03982,47.35968,3.75418,0.16946,-1.63578,49.36402,669.767,0.0002,711.7,0.8
-0.2,-6.7,496557.2884,4193443.731,14.96084718,37.88849124,-0.21769,-0.04824,-0.10021,-0.10868,-0.00243,-0.0023,-0.00077,-0.00501,0.00003,1.99039,-0.00461,0.00001,0.15389,0.00013,-0.0023,-0.00147,-0.2449,67.40678,11.05636,3.92558,-5.54281,-36.45028,673.995,-0.00461,718.7,0.71
1,1.7,496800.0561,4193487.86,14.9636079,37.88888986,-0.01569,-0.00274,-0.02116,-0.00747,-0.00014,-0.00008,-0.00001,-0.0013,0,4.00071,-0.0003,0,0.00869,-0.00001,-0.00021,-0.00014,-0.01596,47.33654,3.66725,0.22107,-0.82355,53.79433,669.436,-0.0003,710.7,0.75
5.9,9.3,496567.6834,4193447.719,14.96096538,37.88852722,-0.27656,-0.08218,-0.13865,-0.25722,-0.00763,-0.00094,0.00117,0.01086,0.00003,1.95065,-0.01085,0.00006,0.10767,0.0022,-0.00991,-0.00648,-0.34063,67.27103,11.05434,3.34571,-5.88546,-289.81836,672.519,-0.01085,719.1,0.72
0.8,-2.4,496825.4237,4193494.568,14.96389637,37.88895041,-0.00445,0.00392,-0.03944,0.00196,-0.00001,0.00003,0.00001,0.00092,0,3.99003,0.00008,0,0.00962,0.00006,0.00006,0.00003,-0.00043,47.35169,3.43926,0.2405,-1.40882,67.61343,669.655,0.00008,711.5,0.75
1,-1.4,496826.9424,4193494.844,14.96391364,37.8889529,0.00432,-0.00024,-0.05172,0.00654,-0.00002,0.00014,0.00008,0.00943,0,3.87374,0.00024,0,0.00845,0.00014,0.00009,0.00004,0.01143,47.35648,3.66453,0.20861,-1.49159,53.98648,669.727,0.00024,711.1,0.72
-2.6,-10.6,497499.8132,4193617.142,14.9715656,37.89005728,-0.19675,-0.24613,-0.14609,-0.19676,-0.00568,-0.00074,0.00091,0.01921,0,5.89072,-0.00798,0.00003,0.0472,0.00168,-0.00725,-0.00488,-0.17133,64.95897,11.01937,1.55417,-6.23973,-53.24888,649.479,-0.00798,696,0.71
-3.1,-17.8,497501.3045,4193617.415,14.97158256,37.89005974,-0.19675,-0.24613,-0.14609,-0.19676,-0.00568,-0.00074,0.00091,0.01921,0,5.89072,-0.00798,0.00003,0.0472,0.00168,-0.00725,-0.00488,-0.17133,64.95897,11.01937,1.55417,-6.23973,-53.24888,649.479,-0.00798,695.6,0.73
2.9,6,496577.3143,4193451.568,14.96107489,37.88856195,-0.2885,-0.1873,-0.15094,-0.37415,-0.01108,-0.00315,-0.00127,-0.017,0.00003,1.61944,-0.01653,0.00012,0.07487,0.00281,-0.01338,-0.00693,-0.29802,47.51124,6.07907,3.48125,-5.94909,4.85846,671.521,-0.01653,718.9,0.71
0.8,-6.5,496578.2499,4193451.74,14.96108553,37.8885635,-0.2885,-0.1873,-0.15094,-0.37415,-0.01108,-0.00315,-0.00127,-0.017,0.00003,1.61944,-0.01653,0.00012,0.07487,0.00281,-0.01338,-0.00693,-0.29802,47.51124,6.07907,3.48125,-5.94909,4.85846,671.521,-0.01653,718.1,0.71
-0.7,-10.4,496580.0447,4193452.066,14.96110594,37.88856645,-0.2885,-0.1873,-0.15094,-0.37415,-0.01108,-0.00315,-0.00127,-0.017,0.00003,1.61944,-0.01653,0.00012,0.07487,0.00281,-0.01338,-0.00693,-0.29802,47.51124,6.07907,3.48125,-5.94909,4.85846,671.521,-0.01653,718,0.67
1,-2,496664.1287,4193467.346,14.96206213,37.88870448,-0.00276,0.04575,0.0365,0.01743,-0.00018,0.00067,0.00037,0.00374,0,0.14747,0.00064,0,0.09972,0.0005,-0.00003,-0.00005,0.02126,67.35498,4.76652,2.44624,-0.25188,36.28099,673.55,0.00064,717.9,0.66
0.8,-0.5,496821.7761,4193496.003,14.96385488,37.88896333,-0.00445,0.00392,-0.03944,0.00196,-0.00001,0.00003,0.00001,0.00092,0,3.99003,0.00008,0,0.00962,0.00006,0.00006,0.00003,-0.00043,47.35169,3.43926,0.2405,-1.40882,67.61343,669.655,0.00008,712.1,0.76
0.1,-5.9,497333.0182,4193588.916,14.96966876,37.8898024,-0.16262,-0.01097,-0.02491,-0.12649,-0.00406,-0.0014,-0.00044,-0.00399,0.00003,3.2423,-0.00552,0.00002,0.10942,0.00129,-0.00412,-0.00228,-0.15401,65.59441,2.10527,2.90569,-2.21246,492.53906,655.832,-0.00552,705.6,0.71
1.6,-4.2,496808.787,4193495.743,14.96370716,37.88896094,-0.0096,0.00074,-0.03239,-0.00127,-0.00003,-0.00004,-0.00003,-0.00265,0,4.0067,-0.00004,0,0.00995,0,-0.00001,0,-0.0054,47.34628,3.37185,0.24625,-1.36372,72.31179,669.577,-0.00004,711.9,0.65
-4.5,-17.6,496810.4833,4193496.052,14.96372645,37.88896373,-0.0096,0.00074,-0.03239,-0.00127,-0.00003,-0.00004,-0.00003,-0.00265,0,4.0067,-0.00004,0,0.00995,0,-0.00001,0,-0.0054,47.34628,3.37185,0.24625,-1.36372,72.31179,669.577,-0.00004,711.6,0.72
0.8,-2.1,496821.3821,4193498.031,14.96385039,37.88898161,-0.00491,-0.01064,-0.05588,0.00131,-0.00002,0.00001,0,-0.00007,0,3.9678,0.00007,0,0.00956,0.00006,0.00005,0.00004,-0.00062,47.35621,3.43347,0.23872,-2.23384,68.01862,669.719,0.00007,712.1,0.79
0.4,-3.9,496851.5985,4193503.521,14.96419401,37.88903119,-0.00503,-0.23863,-0.1389,-0.04104,-0.00111,0.00011,0.00041,0.03692,0,3.71399,-0.00131,0,0.01108,0.00046,-0.00142,-0.00107,0.00486,47.36626,0.80674,0.19818,-2.91225,940.99548,669.855,-0.00131,713.1,0.79
0.6,-4.9,496852.6168,4193503.706,14.96420559,37.88903287,-0.00503,-0.23863,-0.1389,-0.04104,-0.00111,0.00011,0.00041,0.03692,0,3.71399,-0.00131,0,0.01108,0.00046,-0.00142,-0.00107,0.00486,47.36626,0.80674,0.19818,-2.91225,940.99548,669.855,-0.00131,712.4,0.81
0.5,-1.2,496844.1319,4193504.263,14.96410909,37.88903786,0.00268,-0.11276,-0.10261,-0.00611,-0.00022,0.00013,0.00013,0.01582,0,3.63528,-0.00014,0,0.00802,0.00015,-0.00028,-0.0002,0.00614,47.36387,3.59032,0.1675,-2.6163,58.16331,669.828,-0.00014,712.5,0.66
-1.1,-10.2,497313.9166,4193591.75,14.96945151,37.88982789,-0.15107,-0.10853,-0.06499,-0.14849,-0.00473,-0.00635,-0.00472,-0.07958,0,2.3269,-0.00643,0.00002,0.05939,0.00152,-0.00008,0.00151,-0.13023,46.40124,4.59788,1.79008,-2.27168,20.3816,656.09,-0.00643,701.7,0.65
-1.4,-7,497507.1614,4193628.976,14.97164913,37.89016396,-0.21113,-0.17981,-0.12781,-0.18115,-0.00565,-0.00171,0.0002,0.01146,0,1.86836,-0.00753,0.00004,0.01763,0.00189,-0.00582,-0.00396,-0.20933,45.90932,3.70104,1.22665,-6.00528,48.91843,649.122,-0.00753,695.3,0.75
-0.4,-6,496582.8841,4193463.078,14.96113818,37.88866571,-0.27385,-0.03774,-0.12456,-0.32048,-0.00954,-0.00051,0.00101,0.00738,0.00007,1.82477,-0.01377,0.00009,0.13763,0.00265,-0.01327,-0.00769,-0.3219,67.21331,2.22577,4.2823,-6.03544,458.44147,671.838,-0.01377,718.4,0.71
-0.4,-2.9,496584.525,4193463.377,14.96115684,37.88866841,-0.27385,-0.03774,-0.12456,-0.32048,-0.00954,-0.00051,0.00101,0.00738,0.00007,1.82477,-0.01377,0.00009,0.13763,0.00265,-0.01327,-0.00769,-0.3219,67.21331,2.22577,4.2823,-6.03544,458.44147,671.838,-0.01377,718.1,0.75
-1.9,-13,496729.8978,4193489.799,14.96281,37.88890709,-0.01799,-0.01122,-0.02282,-0.01744,-0.0003,-0.00025,-0.00009,-0.0087,0,1.16172,-0.00072,0,0.00979,-0.00007,-0.00047,-0.00028,-0.01949,66.96118,3.85171,0.24996,-1.90829,89.51193,669.598,-0.00072,715.1,0.67
-1.7,-11,496731.864,4193490.157,14.96283236,37.88891032,-0.01799,-0.01122,-0.02282,-0.01744,-0.0003,-0.00025,-0.00009,-0.0087,0,1.16172,-0.00072,0,0.00979,-0.00007,-0.00047,-0.00028,-0.01949,66.96118,3.85171,0.24996,-1.90829,89.51193,669.598,-0.00072,715,0.71
-0.8,-10.4,496805.112,4193503.473,14.96366533,37.8890306,-0.01285,-0.00441,-0.04306,-0.00509,-0.00013,-0.00018,-0.00013,-0.01305,0,3.85447,-0.0002,0,0.00966,0.00003,-0.00002,0.00003,-0.01053,47.34595,3.40404,0.24348,-2.03003,70.02016,669.57,-0.0002,711.8,0.66
0.1,-6.5,496823.6796,4193506.841,14.96387648,37.88906102,-0.00491,-0.01064,-0.05588,0.00131,-0.00002,0.00001,0,-0.00007,0,3.9678,0.00007,0,0.00956,0.00006,0.00005,0.00004,-0.00062,47.35621,3.43347,0.23872,-2.23384,68.01862,669.719,0.00007,714.7,0.83
0.4,-5.5,496824.5686,4193507.005,14.96388659,37.8890625,-0.00491,-0.01064,-0.05588,0.00131,-0.00002,0.00001,0,-0.00007,0,3.9678,0.00007,0,0.00956,0.00006,0.00005,0.00004,-0.00062,47.35621,3.43347,0.23872,-2.23384,68.01862,669.719,0.00007,713.9,0.84
0.6,-3,496638.8671,4193475.349,14.9617748,37.88877652,-0.0105,0.04716,0.04764,0.04236,-0.00023,0.00179,0.0009,0.00914,0,6.26444,0.00176,0,0.09823,0.00111,-0.00004,-0.00002,0.02125,67.27457,4.96447,2.40985,-1.43818,29.69436,672.774,0.00176,719.1,0.7
0.6,-5.9,496638.7871,4193475.338,14.96177389,37.88877642,-0.0105,0.04716,0.04764,0.04236,-0.00023,0.00179,0.0009,0.00914,0,6.26444,0.00176,0,0.09823,0.00111,-0.00004,-0.00002,0.02125,67.27457,4.96447,2.40985,-1.43818,29.69436,672.774,0.00176,717.6,0.68
2.7,5,496795.4302,4193503.811,14.96355522,37.88903361,-0.0166,-0.00755,-0.04262,-0.01074,-0.00023,-0.00035,-0.00021,-0.02327,0,3.59051,-0.00043,0,0.00915,0.00001,-0.00008,0,-0.01684,66.9517,3.84836,0.23698,-1.97796,89.78678,669.51,-0.00043,712.4,0.77
2.3,6.6,496796.7993,4193504.061,14.96357079,37.88903587,-0.01285,-0.00441,-0.04306,-0.00509,-0.00013,-0.00018,-0.00013,-0.01305,0,3.85447,-0.0002,0,0.00966,0.00003,-0.00002,0.00003,-0.01053,47.34595,3.40404,0.24348,-2.03003,70.02016,669.57,-0.0002,712,0.78
0.1,-4.9,496683.5387,4193485.57,14.96228279,37.8888688,-0.00131,0.0584,0.05785,0.05244,-0.00166,0.00368,0.00247,0.0301,0,0.4101,0.0022,0.00001,0.08223,0.00276,-0.00148,-0.00137,-0.01438,67.13063,11.05225,2.07618,-1.26064,-184.5246,671.361,0.0022,717.6,0.76
-3.6,-17.1,496778.1789,4193502.777,14.96335903,37.88902423,-0.01837,-0.00749,-0.03869,-0.01396,-0.00022,-0.00038,-0.00019,-0.02079,0,3.19515,-0.00058,0,0.00916,-0.00008,-0.00021,-0.0001,-0.01949,66.94934,3.88459,0.23892,-1.95311,86.58603,669.483,-0.00058,712.1,0.72
2.1,0.2,496783.6617,4193503.771,14.96342138,37.88903321,-0.01837,-0.00749,-0.03869,-0.01396,-0.00022,-0.00038,-0.00019,-0.02079,0,3.19515,-0.00058,0,0.00916,-0.00008,-0.00021,-0.0001,-0.01949,66.94934,3.88459,0.23892,-1.95311,86.58603,669.483,-0.00058,713.1,0.73
2.6,2.2,496784.4531,4193503.916,14.96343038,37.88903452,-0.01837,-0.00749,-0.03869,-0.01396,-0.00022,-0.00038,-0.00019,-0.02079,0,3.19515,-0.00058,0,0.00916,-0.00008,-0.00021,-0.0001,-0.01949,66.94934,3.88459,0.23892,-1.95311,86.58603,669.483,-0.00058,712.2,0.74
-1,-6.2,496802.2583,4193507.152,14.96363286,37.88906375,-0.01285,-0.00441,-0.04306,-0.00509,-0.00013,-0.00018,-0.00013,-0.01305,0,3.85447,-0.0002,0,0.00966,0.00003,-0.00002,0.00003,-0.01053,47.34595,3.40404,0.24348,-2.03003,70.02016,669.57,-0.0002,711.7,0.73
-0.1,-5.4,496827.5715,4193511.747,14.96392072,37.88910525,-0.01064,-0.19138,-0.10171,-0.02468,-0.00093,0.00048,0.00055,0.04465,0,3.67489,-0.00067,0,0.01227,0.00059,-0.00116,-0.00088,-0.00075,47.36562,-0.54616,0.27116,-3.42251,3640.27466,669.852,-0.00067,715.1,0.84
-0.6,-7.5,496829.0857,4193512.022,14.96393794,37.88910774,-0.01064,-0.19138,-0.10171,-0.02468,-0.00093,0.00048,0.00055,0.04465,0,3.67489,-0.00067,0,0.01227,0.00059,-0.00116,-0.00088,-0.00075,47.36562,-0.54616,0.27116,-3.42251,3640.27466,669.852,-0.00067,714.7,0.84
0.7,-1.9,496837.6339,4193513.576,14.96403515,37.88912177,-0.02829,-0.3295,-0.14213,-0.08076,-0.00256,0.00049,0.00074,0.03307,0,3.46391,-0.00287,0.00001,0.02235,0.00113,-0.00336,-0.00217,-0.01151,47.36967,10.7036,0.48064,-3.71372,-18.05598,669.89,-0.00287,714.9,0.81
0.6,-2.9,496838.8,4193513.788,14.96404841,37.88912369,-0.02829,-0.3295,-0.14213,-0.08076,-0.00256,0.00049,0.00074,0.03307,0,3.46391,-0.00287,0.00001,0.02235,0.00113,-0.00336,-0.00217,-0.01151,47.36967,10.7036,0.48064,-3.71372,-18.05598,669.89,-0.00287,714.3,0.83
